"Educ";"Sanidad";"Pensiones";"Justicia";"Seguridad";"ServSoc";"Transp";"Obras";"Depend";"F_Sanidad";"F_CMayores";"F_Pensiones";"F_Parados";"F_Vivienda";"F_Educ";"EdadIntervalos";"P6"
"292";"2";"2";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"293";"3";"2";"2";"3";"4";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"294";"2";"1";"2";"3";"2";"2";"2";"2";"3";"2";"1";"2";"2";"3";"2";"(65,96]";"2"
"295";"2";"2";"2";"3";"2";"2";"2";"3";"2";"1";"1";"2";"1";"1";"1";"(50,65]";"2"
"296";"1";"1";"3";"3";"3";"3";"1";"1";"3";"1";"2";"3";"2";"3";"3";"[18,35]";"2"
"298";"3";"3";"3";"3";"2";"3";"1";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"300";"2";"3";"2";"3";"2";"2";"2";"2";"3";"3";"2";"2";"2";"3";"2";"(50,65]";"3"
"301";"1";"2";"3";"2";"1";"2";"2";"1";"1";"3";"2";"2";"2";"3";"2";"(35,50]";"2"
"303";"2";"2";"3";"3";"3";"3";"2";"2";"2";"3";"1";"3";"1";"3";"2";"(50,65]";"3"
"304";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"(35,50]";"3"
"305";"2";"3";"3";"3";"3";"3";"4";"3";"3";"2";"3";"3";"2";"3";"2";"(50,65]";"3"
"306";"3";"3";"3";"4";"4";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"307";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"3";"2";"(50,65]";"3"
"308";"3";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"310";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"2";"2";"(65,96]";"3"
"311";"3";"3";"3";"3";"2";"1";"2";"3";"3";"3";"3";"3";"2";"2";"2";"(35,50]";"3"
"313";"3";"3";"3";"3";"1";"3";"3";"1";"3";"3";"2";"3";"3";"3";"3";"(50,65]";"2"
"314";"3";"3";"3";"3";"2";"3";"2";"3";"3";"3";"2";"3";"3";"2";"3";"[18,35]";"3"
"316";"2";"3";"4";"4";"2";"3";"3";"2";"3";"3";"2";"3";"1";"2";"2";"(35,50]";"3"
"317";"2";"2";"4";"2";"2";"4";"1";"2";"2";"1";"3";"1";"1";"3";"2";"(65,96]";"3"
"319";"2";"2";"3";"3";"3";"3";"2";"3";"3";"1";"1";"3";"3";"3";"1";"(50,65]";"2"
"320";"2";"3";"4";"3";"2";"3";"2";"2";"3";"1";"1";"2";"1";"1";"3";"[18,35]";"1"
"321";"2";"2";"2";"2";"2";"2";"1";"2";"3";"2";"3";"3";"2";"1";"3";"(35,50]";"3"
"323";"2";"2";"2";"4";"2";"3";"2";"2";"3";"3";"2";"3";"2";"3";"2";"(50,65]";"2"
"324";"2";"2";"3";"3";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"1";"(50,65]";"3"
"326";"2";"2";"1";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"(65,96]";"3"
"327";"2";"2";"1";"3";"2";"3";"3";"3";"2";"2";"2";"3";"3";"3";"3";"[18,35]";"1"
"329";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"330";"2";"3";"3";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"1";"[18,35]";"3"
"331";"2";"2";"2";"3";"2";"3";"2";"3";"3";"2";"2";"3";"2";"2";"2";"(65,96]";"2"
"332";"2";"3";"3";"2";"2";"3";"2";"2";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"3"
"334";"3";"4";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"336";"2";"2";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"2";"2";"(50,65]";"3"
"337";"2";"2";"3";"3";"1";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"338";"3";"2";"2";"4";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"339";"2";"2";"2";"3";"1";"2";"1";"3";"2";"3";"2";"2";"3";"3";"2";"(65,96]";"3"
"340";"3";"2";"2";"3";"2";"2";"3";"3";"4";"3";"3";"3";"1";"3";"3";"(35,50]";"2"
"341";"2";"1";"1";"3";"2";"2";"1";"3";"3";"1";"1";"2";"3";"3";"1";"(65,96]";"2"
"342";"1";"2";"1";"2";"3";"3";"1";"3";"3";"1";"1";"1";"1";"2";"1";"(65,96]";"1"
"344";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"3";"3";"3";"3";"2";"[18,35]";"2"
"345";"2";"3";"2";"4";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"346";"3";"3";"2";"3";"3";"2";"3";"4";"2";"3";"3";"2";"2";"3";"3";"(65,96]";"3"
"348";"4";"4";"3";"4";"3";"4";"4";"3";"4";"2";"3";"3";"3";"3";"3";"[18,35]";"2"
"349";"2";"2";"4";"3";"2";"3";"1";"2";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"3"
"350";"2";"4";"3";"4";"4";"3";"2";"3";"4";"3";"2";"3";"3";"3";"2";"(50,65]";"3"
"351";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"352";"1";"1";"1";"2";"1";"1";"3";"2";"1";"1";"1";"2";"1";"3";"3";"(35,50]";"3"
"353";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"1";"1";"1";"1";"1";"(50,65]";"3"
"354";"2";"3";"3";"3";"2";"2";"2";"2";"3";"2";"1";"3";"1";"1";"2";"[18,35]";"3"
"355";"2";"2";"3";"3";"3";"3";"2";"2";"3";"2";"3";"3";"3";"3";"2";"[18,35]";"2"
"357";"3";"3";"2";"4";"4";"2";"3";"3";"1";"3";"1";"3";"3";"3";"3";"(50,65]";"3"
"358";"2";"3";"2";"2";"3";"2";"2";"2";"3";"3";"2";"3";"3";"2";"3";"(35,50]";"2"
"359";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"360";"4";"4";"3";"4";"4";"3";"4";"4";"4";"3";"3";"3";"2";"3";"3";"(35,50]";"3"
"361";"3";"3";"2";"4";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"362";"2";"2";"2";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"2"
"363";"2";"3";"3";"4";"2";"3";"2";"4";"3";"2";"3";"3";"3";"3";"2";"(35,50]";"3"
"364";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"2";"3";"3";"3";"2";"(35,50]";"3"
"365";"3";"2";"2";"3";"3";"2";"2";"3";"2";"3";"2";"3";"2";"3";"2";"(50,65]";"2"
"366";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"2";"2";"(50,65]";"3"
"367";"1";"2";"1";"4";"2";"1";"2";"1";"2";"2";"1";"2";"2";"3";"1";"(65,96]";"2"
"368";"2";"2";"2";"2";"1";"3";"2";"2";"3";"2";"1";"2";"2";"3";"2";"(50,65]";"2"
"370";"2";"2";"2";"3";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"(65,96]";"3"
"371";"1";"2";"2";"2";"1";"3";"2";"3";"3";"3";"2";"3";"2";"2";"2";"(35,50]";"3"
"372";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"373";"1";"1";"1";"2";"1";"1";"3";"1";"2";"2";"1";"2";"3";"1";"3";"(35,50]";"1"
"374";"2";"2";"3";"3";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"[18,35]";"2"
"375";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"2"
"377";"3";"1";"3";"3";"3";"3";"1";"1";"3";"2";"2";"3";"1";"2";"3";"(35,50]";"3"
"379";"2";"3";"2";"3";"2";"3";"2";"4";"2";"1";"1";"2";"3";"2";"1";"(65,96]";"3"
"380";"2";"4";"3";"4";"3";"3";"2";"3";"4";"1";"1";"3";"1";"3";"2";"(50,65]";"3"
"381";"2";"2";"2";"2";"1";"2";"2";"2";"3";"2";"2";"3";"1";"2";"2";"(35,50]";"2"
"382";"1";"3";"2";"3";"2";"2";"2";"3";"2";"2";"3";"3";"2";"3";"2";"(65,96]";"2"
"383";"2";"2";"4";"3";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"2";"[18,35]";"3"
"384";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(35,50]";"2"
"385";"3";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"387";"2";"3";"2";"3";"3";"3";"3";"2";"2";"3";"1";"3";"2";"3";"2";"[18,35]";"2"
"388";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"1";"3";"1";"2";"1";"(35,50]";"3"
"389";"2";"1";"2";"3";"1";"3";"2";"2";"3";"2";"1";"2";"2";"2";"3";"(65,96]";"3"
"390";"3";"2";"3";"2";"3";"3";"4";"3";"3";"2";"3";"3";"2";"3";"3";"[18,35]";"3"
"391";"3";"3";"3";"4";"3";"3";"4";"3";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"392";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"393";"2";"2";"2";"3";"2";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"394";"2";"2";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"395";"3";"3";"3";"4";"3";"2";"2";"3";"3";"3";"3";"2";"2";"3";"3";"(50,65]";"1"
"396";"3";"3";"3";"3";"2";"2";"2";"3";"3";"3";"3";"3";"2";"3";"2";"[18,35]";"3"
"399";"3";"3";"3";"3";"3";"3";"2";"2";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"3"
"401";"2";"2";"3";"2";"2";"2";"3";"2";"3";"2";"2";"3";"1";"2";"2";"(35,50]";"3"
"402";"2";"2";"2";"2";"4";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"403";"2";"2";"2";"3";"1";"2";"2";"3";"3";"3";"2";"3";"2";"3";"3";"(50,65]";"2"
"404";"2";"3";"1";"2";"3";"2";"4";"3";"2";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"405";"2";"3";"3";"3";"2";"2";"2";"3";"3";"2";"2";"2";"2";"2";"1";"(50,65]";"2"
"406";"2";"3";"4";"3";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"408";"2";"3";"3";"4";"2";"4";"3";"3";"4";"3";"2";"1";"1";"3";"3";"(65,96]";"3"
"410";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"(50,65]";"2"
"411";"2";"1";"3";"4";"3";"3";"2";"3";"4";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"413";"1";"2";"3";"2";"1";"2";"1";"3";"3";"1";"1";"2";"1";"1";"2";"[18,35]";"2"
"414";"4";"3";"2";"3";"4";"4";"2";"4";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"415";"2";"2";"4";"4";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"2";"(65,96]";"3"
"416";"2";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"417";"2";"2";"3";"2";"3";"2";"3";"3";"2";"2";"1";"2";"3";"3";"3";"[18,35]";"3"
"418";"2";"3";"3";"3";"3";"3";"2";"3";"3";"1";"1";"1";"1";"1";"2";"(50,65]";"2"
"419";"2";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"(65,96]";"1"
"420";"3";"3";"2";"3";"4";"3";"4";"4";"3";"3";"2";"2";"3";"3";"3";"(50,65]";"3"
"421";"2";"2";"2";"3";"2";"2";"3";"3";"2";"3";"3";"3";"1";"3";"1";"(65,96]";"3"
"422";"4";"4";"3";"3";"3";"4";"2";"2";"3";"2";"2";"2";"1";"2";"3";"(35,50]";"3"
"423";"2";"1";"1";"2";"1";"2";"1";"2";"2";"3";"2";"3";"2";"3";"3";"(50,65]";"3"
"424";"2";"3";"2";"2";"2";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"(50,65]";"2"
"425";"2";"2";"2";"2";"2";"3";"3";"2";"3";"1";"1";"3";"1";"1";"1";"(35,50]";"2"
"426";"2";"3";"2";"3";"2";"2";"2";"3";"3";"1";"2";"2";"1";"1";"2";"(50,65]";"3"
"427";"2";"1";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"429";"4";"3";"4";"4";"4";"4";"3";"3";"4";"2";"2";"2";"2";"2";"2";"(50,65]";"3"
"430";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"431";"2";"2";"2";"3";"2";"3";"2";"2";"3";"3";"2";"3";"2";"3";"3";"(50,65]";"3"
"432";"2";"3";"2";"3";"2";"3";"2";"3";"3";"1";"2";"2";"2";"1";"2";"(35,50]";"2"
"433";"2";"2";"2";"4";"3";"2";"2";"4";"3";"2";"2";"3";"2";"3";"2";"(65,96]";"3"
"434";"2";"2";"2";"3";"2";"3";"3";"2";"3";"2";"1";"2";"2";"3";"2";"(50,65]";"1"
"435";"3";"3";"4";"4";"4";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"436";"2";"3";"3";"3";"2";"3";"2";"3";"3";"2";"1";"3";"2";"2";"2";"[18,35]";"3"
"437";"2";"3";"2";"4";"2";"3";"1";"2";"3";"2";"2";"1";"2";"2";"2";"(35,50]";"3"
"438";"2";"2";"3";"3";"3";"3";"2";"3";"2";"2";"2";"3";"2";"3";"3";"[18,35]";"3"
"439";"2";"3";"1";"3";"3";"2";"3";"3";"2";"1";"1";"3";"2";"1";"2";"(50,65]";"3"
"440";"1";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"1"
"441";"2";"2";"1";"3";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"1";"(35,50]";"3"
"442";"3";"3";"2";"3";"2";"3";"2";"4";"3";"3";"1";"3";"3";"3";"2";"(50,65]";"3"
"443";"2";"2";"2";"2";"2";"2";"2";"2";"3";"1";"1";"3";"2";"2";"1";"(65,96]";"1"
"444";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"3";"2";"(35,50]";"2"
"447";"2";"1";"1";"4";"2";"3";"3";"2";"3";"2";"2";"2";"1";"1";"2";"(65,96]";"1"
"448";"2";"2";"2";"2";"2";"2";"3";"3";"3";"1";"3";"3";"2";"1";"1";"[18,35]";"2"
"449";"2";"2";"3";"4";"2";"2";"3";"2";"2";"3";"1";"2";"2";"3";"3";"(50,65]";"1"
"450";"1";"2";"1";"2";"1";"3";"2";"1";"3";"2";"1";"3";"1";"1";"1";"[18,35]";"1"
"451";"2";"1";"3";"3";"2";"3";"1";"2";"3";"2";"2";"2";"2";"1";"1";"[18,35]";"2"
"452";"3";"3";"3";"3";"3";"3";"2";"3";"3";"1";"2";"2";"3";"2";"3";"(50,65]";"3"
"453";"3";"3";"3";"3";"1";"3";"1";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"454";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"1"
"455";"3";"3";"1";"3";"2";"3";"3";"3";"3";"2";"3";"2";"1";"3";"1";"(50,65]";"3"
"456";"2";"2";"2";"3";"2";"3";"3";"3";"4";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"457";"4";"4";"3";"2";"1";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"458";"2";"2";"2";"3";"2";"2";"2";"2";"3";"1";"1";"1";"1";"2";"1";"(50,65]";"1"
"459";"3";"3";"3";"4";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"[18,35]";"3"
"460";"2";"3";"2";"4";"2";"2";"2";"3";"3";"3";"2";"2";"1";"2";"2";"(35,50]";"3"
"462";"2";"2";"1";"3";"3";"2";"2";"2";"3";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"463";"2";"2";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"464";"2";"1";"1";"3";"1";"1";"1";"2";"2";"2";"2";"3";"3";"2";"2";"[18,35]";"3"
"465";"2";"2";"3";"3";"1";"2";"3";"3";"3";"3";"2";"3";"2";"3";"2";"(35,50]";"3"
"466";"2";"3";"2";"3";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"2";"(50,65]";"2"
"467";"3";"3";"4";"3";"3";"3";"3";"1";"3";"2";"2";"2";"2";"3";"3";"(35,50]";"2"
"468";"3";"2";"2";"2";"3";"2";"2";"3";"2";"2";"2";"3";"2";"3";"3";"(50,65]";"2"
"469";"3";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"3";"2";"3";"3";"[18,35]";"2"
"470";"2";"1";"2";"2";"2";"2";"2";"3";"1";"1";"1";"2";"2";"2";"2";"(35,50]";"3"
"471";"3";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"3";"(65,96]";"3"
"475";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"476";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"477";"3";"2";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"2";"1";"3";"(50,65]";"3"
"478";"3";"3";"3";"3";"3";"3";"3";"3";"4";"3";"1";"3";"3";"1";"3";"(35,50]";"3"
"479";"3";"2";"2";"2";"2";"3";"2";"2";"3";"1";"1";"1";"1";"2";"2";"(65,96]";"3"
"480";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"(50,65]";"3"
"481";"2";"2";"2";"3";"1";"3";"3";"2";"2";"3";"2";"3";"2";"3";"2";"[18,35]";"2"
"482";"2";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"2";"2";"(35,50]";"3"
"483";"4";"4";"2";"4";"2";"2";"2";"2";"4";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"484";"2";"2";"2";"4";"2";"2";"2";"3";"3";"2";"3";"3";"2";"1";"2";"(65,96]";"3"
"485";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"(50,65]";"2"
"486";"1";"1";"3";"4";"1";"2";"1";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"487";"3";"2";"3";"3";"2";"2";"2";"3";"4";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"488";"3";"2";"2";"3";"3";"3";"3";"4";"3";"2";"3";"2";"3";"3";"2";"(50,65]";"3"
"489";"2";"3";"2";"4";"2";"2";"3";"2";"3";"3";"1";"2";"2";"3";"3";"(50,65]";"2"
"490";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"(50,65]";"2"
"491";"2";"2";"1";"4";"2";"2";"3";"2";"2";"3";"2";"2";"2";"3";"3";"(50,65]";"2"
"493";"3";"2";"2";"3";"2";"2";"2";"3";"2";"2";"2";"3";"3";"3";"3";"(50,65]";"3"
"494";"2";"3";"3";"2";"2";"3";"2";"2";"3";"1";"2";"2";"3";"3";"2";"(65,96]";"2"
"495";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"1";"1";"[18,35]";"3"
"496";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"2";"3";"2";"(65,96]";"3"
"497";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"(50,65]";"2"
"498";"3";"2";"3";"2";"2";"3";"2";"2";"3";"3";"1";"3";"1";"2";"2";"[18,35]";"2"
"499";"2";"3";"2";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"500";"2";"2";"2";"3";"2";"2";"2";"2";"3";"2";"1";"3";"2";"3";"2";"[18,35]";"3"
"501";"3";"2";"3";"2";"2";"2";"3";"3";"2";"3";"2";"2";"3";"3";"1";"(50,65]";"2"
"502";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"3";"1";"2";"2";"(35,50]";"2"
"503";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"2";"2";"2";"2";"(50,65]";"2"
"505";"3";"3";"3";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"506";"3";"3";"3";"3";"4";"3";"4";"3";"4";"3";"3";"3";"3";"2";"2";"(50,65]";"3"
"507";"2";"2";"3";"4";"1";"3";"2";"2";"3";"1";"2";"2";"2";"2";"2";"(65,96]";"1"
"510";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"511";"2";"2";"4";"3";"2";"2";"2";"2";"3";"1";"2";"2";"1";"1";"2";"(35,50]";"3"
"513";"2";"2";"2";"3";"2";"3";"1";"2";"3";"2";"2";"3";"3";"3";"2";"(50,65]";"3"
"514";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"1";"2";"2";"3";"3";"(35,50]";"3"
"515";"2";"1";"3";"2";"1";"2";"2";"3";"3";"2";"2";"3";"3";"3";"1";"[18,35]";"2"
"516";"3";"3";"3";"4";"3";"3";"4";"2";"2";"3";"2";"3";"1";"3";"2";"(35,50]";"3"
"518";"3";"3";"3";"3";"4";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"519";"3";"4";"4";"4";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"1";"(50,65]";"3"
"520";"3";"3";"3";"4";"4";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"521";"2";"3";"3";"3";"3";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"523";"4";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"2";"3";"3";"(65,96]";"3"
"524";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"525";"3";"3";"2";"2";"2";"3";"2";"2";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"526";"2";"2";"2";"3";"2";"2";"2";"3";"3";"3";"3";"3";"2";"2";"3";"(35,50]";"3"
"527";"1";"1";"2";"4";"1";"3";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(65,96]";"3"
"528";"3";"3";"2";"4";"2";"3";"3";"3";"4";"3";"2";"3";"2";"2";"3";"(65,96]";"2"
"529";"3";"3";"2";"2";"2";"3";"3";"3";"4";"2";"2";"3";"2";"2";"2";"(50,65]";"3"
"530";"1";"3";"3";"2";"2";"2";"1";"2";"2";"3";"3";"3";"3";"3";"1";"(35,50]";"3"
"531";"2";"3";"2";"3";"2";"3";"2";"2";"3";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"532";"3";"4";"2";"2";"3";"3";"3";"4";"3";"3";"1";"2";"3";"3";"2";"(35,50]";"3"
"533";"3";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"1";"1";"3";"2";"[18,35]";"3"
"534";"2";"2";"1";"3";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"(50,65]";"2"
"535";"3";"2";"4";"3";"4";"4";"4";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"536";"2";"2";"2";"3";"2";"3";"2";"2";"3";"1";"3";"3";"2";"2";"1";"(35,50]";"3"
"537";"2";"2";"3";"2";"2";"3";"3";"3";"3";"3";"2";"3";"2";"3";"1";"(35,50]";"2"
"538";"3";"2";"2";"4";"2";"3";"3";"3";"3";"2";"1";"3";"2";"3";"1";"(65,96]";"3"
"540";"2";"3";"4";"4";"3";"3";"3";"2";"2";"2";"1";"3";"2";"3";"2";"[18,35]";"2"
"541";"2";"3";"2";"4";"3";"2";"2";"4";"3";"2";"3";"3";"2";"3";"3";"(65,96]";"3"
"542";"2";"2";"3";"2";"3";"2";"3";"2";"3";"2";"2";"3";"2";"3";"3";"[18,35]";"3"
"543";"1";"2";"2";"3";"2";"3";"3";"2";"2";"3";"3";"3";"2";"3";"3";"(65,96]";"2"
"544";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"1";"(35,50]";"3"
"545";"3";"2";"2";"4";"2";"2";"2";"4";"4";"3";"2";"3";"3";"3";"2";"(50,65]";"3"
"546";"2";"1";"2";"3";"2";"3";"3";"2";"2";"1";"1";"3";"1";"3";"1";"[18,35]";"3"
"548";"4";"3";"3";"3";"3";"4";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"549";"1";"2";"3";"2";"2";"2";"4";"2";"2";"1";"3";"3";"2";"3";"2";"(50,65]";"3"
"550";"2";"2";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"3";"2";"2";"(50,65]";"3"
"551";"2";"2";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"2";"3";"2";"(65,96]";"2"
"552";"2";"2";"3";"2";"2";"2";"3";"3";"3";"3";"2";"2";"2";"2";"2";"(50,65]";"2"
"553";"2";"1";"2";"4";"3";"2";"1";"1";"2";"1";"1";"3";"1";"2";"1";"(35,50]";"3"
"555";"2";"2";"3";"4";"3";"2";"4";"4";"3";"2";"2";"3";"3";"2";"2";"(50,65]";"3"
"556";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"557";"2";"3";"2";"3";"2";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"(65,96]";"2"
"558";"3";"3";"2";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"560";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"561";"2";"4";"1";"2";"4";"1";"3";"4";"3";"3";"2";"3";"2";"2";"2";"(35,50]";"3"
"562";"2";"2";"3";"3";"2";"3";"3";"2";"2";"1";"1";"1";"2";"3";"1";"(50,65]";"3"
"563";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"564";"3";"2";"3";"2";"3";"2";"3";"2";"3";"2";"3";"3";"2";"3";"3";"[18,35]";"3"
"566";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"[18,35]";"1"
"568";"2";"3";"4";"3";"3";"3";"1";"4";"3";"1";"1";"1";"1";"1";"1";"[18,35]";"3"
"569";"3";"3";"1";"3";"1";"3";"3";"4";"3";"1";"1";"2";"1";"2";"1";"(35,50]";"3"
"570";"4";"3";"3";"4";"2";"4";"2";"3";"4";"3";"3";"3";"3";"2";"3";"(50,65]";"3"
"571";"2";"2";"3";"4";"3";"2";"4";"3";"2";"2";"2";"2";"2";"3";"1";"(35,50]";"3"
